vendor_id,vendor_name,category,contract_start_date,contract_end_date,data_sensitivity,access_scope,access_type,systems_accessed,soc2_type2,soc2_expiry,iso27001,iso27001_expiry,gdpr_dpa,breach_history,breach_count,financial_rating,annual_spend,risk_score,risk_level,assessment_date,next_assessment_due,notes
VND-0143,Hernandez Group,Contractor,2023-08-29,2027-04-06,LOW,10,full_admin,VPN Gateway,True,2027-09-30,True,2027-01-29,False,2022-02-09:HIGH:Unauthorized access to customer database detected,2,B,456583.8,83.3,HIGH,2024-08-23,2025-08-23,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #7347.
VND-0157,Webster Group,Software Vendor,2022-02-28,2024-09-25,MEDIUM,9,full_admin,"Internal Wiki, CRM Platform, Document Management System",False,,False,,True,2026-03-20:HIGH:API key leak exposed customer records,2,B-,666696.86,82.6,HIGH,2024-05-27,2025-05-27,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0159,Morgan and Sons,Contractor,2023-12-04,2025-08-18,HIGH,10,full_admin,Dev Environment,True,2024-02-07,True,2028-09-03,True,2021-12-12:HIGH:Misconfigured cloud storage exposed sensitive files,2,B-,244146.92,96.7,HIGH,2024-12-06,2025-12-06,Contract renewal pending legal review; vendor requested expanded access for Dev Environment integration.
VND-0162,Massey and Sons,Contractor,2024-09-20,2028-09-17,MEDIUM,5,read_write,VPN Gateway,True,2026-10-13,False,,True,2025-05-15:HIGH:Third-party plugin vulnerability exploited,2,A-,239219.73,68.7,HIGH,2024-12-10,2025-12-10,Vendor flagged during Q3 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0165,Liu-Cole,Contractor,2022-01-13,2026-05-01,CRITICAL,8,read_only,"VPN Gateway, Internal Network",True,2027-08-02,False,,True,2024-12-13:MEDIUM:Social engineering attack bypassed access controls,3,A,398888.84,65.5,HIGH,2024-05-04,2025-05-04,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0181,Chavez-Case,Payment Processor,2025-02-27,2027-08-18,HIGH,8,read_write,Payment Gateway,True,2025-10-27,True,2022-05-07,True,2025-06-20:MEDIUM:Unauthorized access to customer database detected,1,B+,166839.63,64.9,HIGH,2026-09-22,2027-09-22,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0186,Bruce Inc,IT Services,2020-09-09,2024-09-08,MEDIUM,10,full_admin,"Active Directory, Asset Management DB",True,2028-09-30,True,2025-05-16,True,2025-07-28:HIGH:Misconfigured cloud storage exposed sensitive files,1,B+,204350.58,87.4,HIGH,2024-08-13,2025-08-13,Contract renewal pending legal review; vendor requested expanded access for Active Directory integration.
VND-0189,"Ortega, Perez and Palmer",IT Services,2022-04-15,2025-11-04,CRITICAL,1,read_only,"Asset Management DB, Help Desk System, Network Monitoring Tool, Active Directory",True,2025-12-06,False,,True,,0,B+,285774.17,99.5,HIGH,2024-12-14,2025-12-14,Vendor currently under formal investigation by compliance team following irregularities identified in October review; access under heightened scrutiny pending outcome.
VND-0194,Norton and Sons,IT Services,2025-03-07,2027-05-28,HIGH,8,full_admin,Asset Management DB,True,2028-09-09,False,,False,2021-02-26:HIGH:Third-party plugin vulnerability exploited,2,B+,197549.75,88.6,HIGH,2026-09-17,2027-09-17,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0200,Keller-Stone,Consulting,2020-03-17,2024-06-18,MEDIUM,5,read_write,"Project Management Tool, Financial Reporting System, SharePoint, Internal Network",True,2028-10-18,True,2024-11-09,False,2022-08-07:LOW:Misconfigured cloud storage exposed sensitive files,1,A-,133967.55,67.3,HIGH,2026-09-12,2027-09-12,Contract expired on 2024-06-18 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0212,Wilson-Howell,Consulting,2022-12-07,2024-06-09,HIGH,3,read_write,"Project Management Tool, Financial Reporting System",True,2026-07-11,True,2026-08-20,True,,0,A-,26416.13,65.2,HIGH,2025-05-28,2026-05-28,Contract expired on 2024-06-09 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0216,"Wall, Jimenez and Daugherty",Data Analytics,2022-08-20,2026-08-01,MEDIUM,1,read_write,BI Dashboard Platform,False,,True,2024-08-02,True,,0,A-,189207.01,93.0,HIGH,2026-06-21,2027-06-21,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0219,Yates and Sons,Software Vendor,2024-02-22,2026-06-10,MEDIUM,8,read_only,"Document Management System, Internal Wiki, Core Banking System, Loan Origination System",False,,False,,True,,0,B,108969.39,85.9,HIGH,2026-05-20,2027-05-20,Contract renewal pending legal review; vendor requested expanded access for Document Management System integration.
VND-0232,"Webb, Rivera and Walker",Cloud Provider,2022-12-20,2023-09-02,MEDIUM,9,read_only,"S3 Data Lake, GCP Workspace, Kubernetes Cluster",False,,True,2027-01-03,False,,0,A,2974246.74,93.2,HIGH,2026-12-12,2027-12-12,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0241,"Horn, Davis and Hooper",Software Vendor,2023-05-22,2023-02-04,HIGH,5,read_write,"Internal Wiki, Loan Origination System",True,2025-11-03,True,2025-09-20,True,,0,C,196516.72,72.6,HIGH,2024-09-29,2025-09-29,Contract expired on 2023-02-04 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0243,Miller LLC,Cloud Provider,2023-06-05,2024-02-21,CRITICAL,9,read_write,"Kubernetes Cluster, GCP Workspace, Azure Tenant, AWS Production",False,,True,2027-05-31,True,2024-07-05:MEDIUM:Third-party plugin vulnerability exploited,1,A,355301.11,72.2,HIGH,2025-04-05,2026-04-05,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0252,"Villarreal, Smith and Mcdowell",IT Services,2021-07-02,2023-10-16,HIGH,10,full_admin,Network Monitoring Tool,True,2027-03-03,False,,True,2022-08-09:HIGH:Unauthorized access to customer database detected,2,A-,2068494.8,99.9,HIGH,2025-10-30,2026-10-30,Contract renewal pending legal review; vendor requested expanded access for Network Monitoring Tool integration.
VND-0253,Kennedy-Jackson,Software Vendor,2023-03-25,2027-06-17,HIGH,9,full_admin,Loan Origination System,True,2028-08-01,False,,True,2022-06-11:HIGH:Ransomware attack disrupted service availability,1,A,372891.5,97.3,HIGH,2024-09-06,2025-09-06,Onsite audit completed on 2026-12-09; vendor demonstrated adequate controls for high data handling.
VND-0262,"Sanchez, Gould and Perez",Cloud Provider,2021-05-30,2023-05-09,MEDIUM,10,read_write,S3 Data Lake,True,2027-07-16,False,,True,2026-11-16:LOW:Unauthorized access to customer database detected,2,A,59918.07,61.7,HIGH,2024-07-24,2025-07-24,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0264,Holmes Inc,Security Vendor,2020-09-21,2024-08-02,HIGH,8,read_only,Firewall Management Console,True,2024-08-28,True,2024-09-19,False,,0,C,3723198.29,61.2,HIGH,2025-11-06,2026-11-06,Contract expired on 2024-08-02 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0265,Serrano-Garcia,Contractor,2023-04-07,2026-02-02,HIGH,6,read_write,Ticketing System,True,2024-08-22,True,2028-03-18,True,2024-07-14:LOW:Phishing attack compromised employee credentials,2,B-,329593.68,62.5,HIGH,2026-08-26,2027-08-26,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0266,"Jackson, Cooper and Wyatt",Software Vendor,2025-01-19,2027-07-02,HIGH,7,full_admin,Document Management System,False,,True,2028-11-26,True,2026-12-17:MEDIUM:Social engineering attack bypassed access controls,1,B-,463470.8,89.7,HIGH,2025-02-12,2026-02-12,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0269,"Cook, Wolf and Watson",Software Vendor,2024-11-23,2024-11-22,MEDIUM,2,read_only,"Core Banking System, ERP System, Document Management System",True,2026-04-19,True,2025-10-29,False,,0,A-,191411.66,65.0,HIGH,2024-06-08,2025-06-08,Contract expired on 2024-11-22 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0278,Russell-Paul,Software Vendor,2023-10-30,2027-01-26,LOW,4,read_only,ERP System,False,,True,2024-07-07,True,2024-10-03:LOW:API key leak exposed customer records,1,A-,2596414.14,91.8,HIGH,2026-07-18,2027-07-18,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #6125.
VND-0284,Oliver PLC,Backup Provider,2020-11-01,2023-05-03,HIGH,8,full_admin,"Cloud Backup Vault, Backup Storage Array",False,,True,2026-11-10,True,2025-02-24:HIGH:Social engineering attack bypassed access controls,1,C+,234011.26,95.0,HIGH,2025-03-03,2026-03-03,Contract renewal pending legal review; vendor requested expanded access for Cloud Backup Vault integration.
VND-0285,"Deleon, Ortiz and Lin",IT Services,2022-02-13,2025-01-12,HIGH,2,read_only,"Help Desk System, Asset Management DB, Network Monitoring Tool",True,2027-07-21,False,,True,2025-02-15:LOW:Phishing attack compromised employee credentials,1,B-,63907.29,64.4,HIGH,2026-01-03,2027-01-03,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0293,"Little, Bray and Elliott",Contractor,2025-02-19,2027-12-25,MEDIUM,2,read_write,"Ticketing System, Shared Drive, Internal Network, VPN Gateway",False,,True,2026-07-01,True,2026-09-23:LOW:API key leak exposed customer records,1,A,484925.93,71.6,HIGH,2026-10-17,2027-10-17,Contract renewal pending legal review; vendor requested expanded access for Ticketing System integration.
VND-0312,"Willis, Aguilar and Vargas",IT Services,2020-08-11,2025-07-16,HIGH,2,read_write,"Asset Management DB, Help Desk System, Network Monitoring Tool",True,2024-09-06,False,,True,,0,A,1521296.42,65.5,HIGH,2024-08-20,2025-08-20,Contract expired on 2025-07-16 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0320,Mann-Stanley,Contractor,2020-09-27,2023-04-11,HIGH,8,read_only,"Internal Network, Ticketing System, Dev Environment, VPN Gateway",False,,False,,True,,0,C+,3873268.92,82.4,HIGH,2026-09-24,2027-09-24,Contract renewal pending legal review; vendor requested expanded access for Internal Network integration.
VND-0322,"Hood, Ray and Ellis",Cloud Provider,2020-08-28,2023-09-05,CRITICAL,9,read_write,AWS Production,True,2027-08-14,True,2026-11-06,True,,0,C+,173254.15,90.8,HIGH,2024-05-23,2025-05-23,Vendor currently under formal investigation by compliance team following irregularities identified in October review; access under heightened scrutiny pending outcome.
VND-0327,Cross-Goodwin,Security Vendor,2023-05-06,2026-05-13,MEDIUM,7,read_write,"Firewall Management Console, Endpoint Detection System, IAM System",True,2025-07-23,True,2024-04-18,False,,0,A,3486669.75,87.4,HIGH,2026-07-29,2027-07-29,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0337,"Walker, Allen and Villarreal",IT Services,2025-11-05,2027-03-19,HIGH,10,full_admin,"Network Monitoring Tool, Help Desk System",True,2025-04-10,False,,True,2021-02-25:HIGH:Credential stuffing attack on admin portal,2,A-,402882.59,88.6,HIGH,2026-05-13,2027-05-13,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0340,Smith LLC,Software Vendor,2025-07-29,2028-07-10,MEDIUM,9,full_admin,"Loan Origination System, CRM Platform, Document Management System, ERP System",True,2024-09-10,False,,True,2024-03-17:HIGH:Third-party plugin vulnerability exploited,1,B+,4770356.76,87.0,HIGH,2025-02-22,2026-02-22,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0345,"Watson, Simpson and Simmons",Contractor,2021-04-21,2023-12-17,CRITICAL,9,full_admin,Internal Network,True,2025-05-19,True,2024-10-09,True,2023-07-23:HIGH:Insider threat led to data exfiltration,2,B+,255177.87,83.8,HIGH,2026-03-05,2027-03-05,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0346,Strickland PLC,Contractor,2025-05-26,2028-05-07,MEDIUM,5,read_write,"Ticketing System, VPN Gateway, Internal Network",True,2024-07-28,True,2028-06-30,True,2024-01-08:LOW:Unauthorized access to customer database detected,1,B-,220406.95,73.4,HIGH,2026-01-09,2027-01-09,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0349,"Gentry, Nash and Navarro",Contractor,2022-11-26,2024-01-16,MEDIUM,8,read_only,"Dev Environment, Shared Drive",False,,True,2026-05-18,True,2024-11-23:MEDIUM:Misconfigured cloud storage exposed sensitive files,1,C,2341398.34,62.3,HIGH,2025-07-14,2026-07-14,Vendor flagged during Q2 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0358,Travis-Velez,Consulting,2024-05-05,2025-06-21,CRITICAL,2,read_write,"SharePoint, Project Management Tool",True,2027-12-15,True,2025-05-27,True,,0,B-,405472.93,71.5,HIGH,2025-09-01,2026-09-01,Contract expired on 2025-06-21 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0372,"Reynolds, Castro and Valdez",Data Analytics,2020-11-30,2023-03-09,MEDIUM,10,full_admin,BI Dashboard Platform,False,,True,2025-09-18,True,2020-04-29:HIGH:API key leak exposed customer records,1,B+,248003.9,97.2,HIGH,2026-11-18,2027-11-18,Contract renewal pending legal review; vendor requested expanded access for BI Dashboard Platform integration.
VND-0383,Baird PLC,IT Services,2021-06-28,2024-11-10,LOW,2,read_write,"Active Directory, Asset Management DB, Help Desk System",True,2027-09-11,True,2028-11-24,False,,0,A-,495810.2,93.6,HIGH,2024-06-02,2025-06-02,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0387,"Sloan, Perkins and Sims",Cloud Provider,2020-05-23,2023-11-10,LOW,10,full_admin,"VPC Network, GCP Workspace, AWS Production",True,2025-01-31,False,,True,2020-11-17:HIGH:Misconfigured cloud storage exposed sensitive files,1,A,2487681.82,83.8,HIGH,2025-03-16,2026-03-16,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
